ID;language;definiendum;definition source;definition;
D3.0037;SL;turbulentni tok;Šušteršič in Knez, 1995;turbulentni tok - Vrtinčast način pretakanja tekočine, pri katerem se tokovnice prepletajo. To se dogaja pri hitrostih, večjih od 10·3 m/s. Navadno se pojavi v kanalih večjih od 51 O mm. Turbulentni tok traja od preboja do paragenetskega praga, pa tudi onkraj njega. Kriterij je Re> 3000.;
D3.0038;SL;začetje;Šušteršič in Knez, 1995;"začetje - Najzgodnejša speleogenetska faza, ko se ""zapiše"" prihodnji potek kanala(ov). Tedaj nastane med časom / krajem, kjer doslej ni bilo speleogenetske aktivnosti, laminaren tok. Praviloma se začetje odvije ob leziki. Bistveni faktorji začetja še niso povsem znani, zdi pa se, da odločajo večje liološke razlike med skladoma (transbedding contrast), navzočnost pelitov ali navzočnost pirita oz. organske snovi. Kaže, da se začetje mnogokrat izvrši že v času diageneze. ";
D3.0039;SL;Zogovičev efekt;Šušteršič in Knez, 1995;Zogovičev efekt - Lastnost dolomita (kamnine), da se v gotovih razmerah ne raztaplja frontalno, temveč parcialno. To je lahko posledica nepopolne dolomitizacije apnenca ali pa mehanske neodpornosti dolomita na tektonske poškodbe. ;
D3.0040;SL;peizometrični nivo;Gams et al., 1973;piezometrični nivo, tudi piezometer: Je vsakokratna predpostavljena ploskev, do katere sega vodna gladina v kraškem podzemlju v sistemu veznih posod. ;
D3.0040;SL;peizometer;Gams et al., 1973;piezometrični nivo, tudi piezometer: Je vsakokratna predpostavljena ploskev, do katere sega vodna gladina v kraškem podzemlju v sistemu veznih posod. ;
D3.0040;HR;piezometarska razina;Roglić, 1973;piezometarska razina – registrirana i promjenjiva razina do koje se izdiže voda u pukotinama krša.;
D3.0041;SL;kraška klima;Gams et al., 1973;kraška klima, kraška mikroklima: Klima kraškega ozemlja, v kateri se odražajo klimatske oz. mikroklimatske lastnosti kraških kotanj (npr. klima kraških polj), kraških tal (posebnosti v geotermični stopnji) in jam (jamska klima).;
D3.0041;SL;kraška mikroklima;Gams et al., 1973;kraška klima, kraška mikroklima: Klima kraškega ozemlja, v kateri se odražajo klimatske oz. mikroklimatske lastnosti kraških kotanj (npr. klima kraških polj), kraških tal (posebnosti v geotermični stopnji) in jam (jamska klima).;
D3.0042;SL;kraška prevotljenost;Gams et al., 1973;kraška prevotljenost, kraška votlikavost: Značilna prevotljenost kraške kamnine, ki zaradi vodne prepustnosti omogoča razvoj krasa.;
D3.0042;SL;kraška votlikavost;Gams et al., 1973;kraška prevotljenost, kraška votlikavost: Značilna prevotljenost kraške kamnine, ki zaradi vodne prepustnosti omogoča razvoj krasa.;
D3.0042;SL;votlikavost;Gams et al., 1973;votlikavost, kavernoznost: Delež, ki odpade na votline v kraškem podzemlju.;
D3.0042;SL;kavernoznost;Gams et al., 1973;votlikavost, kavernoznost: Delež, ki odpade na votline v kraškem podzemlju.;
D3.0042;HR;fisuracija;Roglić, 1973;fisuracija – odnos između volumena stijena i šupljina u njima. Važan indikator okršenosti, koji se za sada može samo približno utvrditi.;
D3.0043;SL;prečni profil;Gams et al., 1973;prečni profil, profil jamskega rova: Oblika jamskega rova v prečnem preseku. Po podobnosti z geometrijskimi liki ločimo okroglasti, sodasti, pravokotniški, kvadratasti, trapezasti, kupolasti (svodasti), lečasti, špranjasti (itd.) prečni profil.;
D3.0043;SL;profil jamskega rova;Gams et al., 1973;prečni profil, profil jamskega rova: Oblika jamskega rova v prečnem preseku. Po podobnosti z geometrijskimi liki ločimo okroglasti, sodasti, pravokotniški, kvadratasti, trapezasti, kupolasti (svodasti), lečasti, špranjasti (itd.) prečni profil.;
D3.0043;HR;poprečni presjek;Roglić, 1973;poprečni presjek – prikaz kontura podzemne šupljine, poprečno na njeno pružanje.;
D3.0044;SL;trdota vode;Gams et al., 1973;trdota vode: Mineralizacija vode oz. količina raztopljenih soli v enem litru vode. Kraški vodi daje trdoto predvsem raztopljeni karbonat kalcija in magnezija.;
D3.0045;SL;celokupna trdota;Gams et al., 1973;celokupna trdota: Je vsota kalcijevih in magnezijevih ionov v enem litru vode.;
D3.0046;SL;karbonatna trdota;Gams et al., 1973;karbonatna trdota: Je delež magnezijevih in kalcijevih ionov, ki so vezani na ogljikovo kislino.;
D3.0047;SL;Vorfluter;Gams et al., 1973;Vorfluter, Vorfluterniveau: Nivo površinske kraške vode, ki ga določuje morska ali jezerska gladina v zaledju. Izraz se uporablja zlasti pri opisu tropskega krasa, kjer so številna dna kraških polj v višini Vorflutra.;
D3.0047;SL;Vorfluterniveau;Gams et al., 1973;Vorfluter, Vorfluterniveau: Nivo površinske kraške vode, ki ga določuje morska ali jezerska gladina v zaledju. Izraz se uporablja zlasti pri opisu tropskega krasa, kjer so številna dna kraških polj v višini Vorflutra.;
D3.0048;HR;agresivnost ;Vrbanac, 2013;agresivnost : Mjera sposobnosti vode da otapa stijene. U kršu se obično odnosi na otapanje vapnenca i dolomita djelovanjem otopljenog ugljičnog dioksida, mada mogu biti prisutne i druge kiseline.;
D3.0049;HR;protezanje špilje;Vrbanac, 2013;protezanje špilje : Dužina, širina i dubina najmanje šupljine koja se nalazi u špilji kao cjelini.;
D3.0050;HR;duljina špilje;Vrbanac, 2013;duljina špilje : Ukupna duljina svih kanala u špilji. Ona je normalno veća od protezanja špilje.;
D3.0051;HR;špiljska poroznost;Vrbanac, 2013;špiljska poroznost : Poroznost koja se odlikuje velikim nepravilnim šupljinama - kavernama, nastala procesima otapanja pojedinih dijelova karbonatne stijene pod djelovanjem slatke meteorske vode u subaerskim uvjetima, posebice proširivanjem i korozijom tektonskih prslina i razdrobljenih zona u kršu.;
D3.0052;HR;kavernozna poroznost;Vrbanac, 2013 po Choquette in Pray, 1970;kavernozna poroznost : Sustav velikih pora s kavernoznim otvorima s donjom granicom veličine koja je praktički definirana kao najmanji otvor kroz koji može ući odrasla osoba.;
D3.0053;HR;krški;Vrbanac, 2013;krški : Koji se odnosi ili ima karakteristike krša.;
D3.0054;HR;nefreatski;Vrbanac, 2013;nefreatski : Odnosi se na vodu koja sporo cirkulira u špiljama u freatskoj zoni.;
D3.0055;HR;bezvodica;Roglić, 1973;bezvodica – narodni termin kojim se ističe oskudica vode u kršu, osobito u doba suša.;
D3.0056;HR;endogen;Roglić, 1973;endogen (adj) – pored epiteta za endogena gibanja pridaje se i rijekama u kršu, koje nastaju od jakih vrela, tj. pritječu iz podzemlja.;
D3.0057;HR;prirodna hidrogeološka sanacija;Roglić, 1973;prirodna hidrogeološka sanacija – pojava da je krško zemljište postalo nepropusno zbog ispunjenja pukotina nepropusnim iluvijem ili cementiranjem vapnenim konkrecijama.;
D4.0001;EN;Kras;Mihevc and Stepišnik, 2012;The Kras is a limestone plateau situated above the Trieste Bay in the northern Adriatic Sea.;
D4.0001;SL;Kras;Košutnik, 2006 po Gams, 1974;Kras, ki ga imenujemo tudi Tržaški, Goriški, Divaško – Komenski ali Sežanski Kras je okoli 500 km2 velika apneniška uravnava v jugozahodni Sloveniji.;
D4.0002;SL;matični kras;Stepišnik, 2011;Matični kras: Kras kraške pokrajine med Tržaškim zalivom in Vipavsko dolino v regiji, ki jo imenujemo Kras in katere ime je prešlo v krasoslovno terminologijo kot geomorfološki termin.;
D4.0002;SL;matični kras;Gams et al., 1973;matični kras: Kras kraške pokrajine med Tržaškim zalivom in Vipavsko dolino v regiji, ki jo imenujemo Kras in katere ime je prešlo v krasoslovno terminologijo kot geomorfološki termin.;
D4.0003;SL;klasični kras;Gams et al., 1973;klasični kras: Kraško ozemlje med Trstom, Kvarnerskim zalivom in Postojno, katerega kraške značilnosti so bile prvič strokovno opisane. V širšem pomenu ozemlje z izrazitimi kraškimi pojavi.;
D4.0004;HR;dinarski krš;Roglić, 1973;"dinarski krš – prema izrazitom pružanju planine Dinare, NW-SE, nazvano je Dinarsko gorje od Alpa do Drima. Debela serija mezozojskih i paleogenih karbonatnih stijena i u njima razvijeni krš svjetski su poznata osobina gorja. U svjetskoj znanosti D. k. ima klasično značenje; u njemu su precizirani glavni krški fenomeni i u međunarodnu terminologiju preuzeti mnogi domaći nazivi. Kontrastni pejzaž polja, dubina krša povezana s odgovarajućom cirkulacijom voda, sedrenim ustavama pregrađene doline, izrazite zaravni te specifični uvjeti i organizacija života ostaju svjetski jedinstvene osobine D. k. Izdvajaju se dva pojasa: priobalski pojas krša (v.) i unutrašnji fluviokrša (v.)";
E0.0001;EN;time series analysis;Mayaud, 2014;Time series analysis are signal processing methods belonging to this category, and are mostly used to improve the understanding of the hydrological behaviour of karst systems.;
E0.0002;SL;kraška morfologija;Gams et al., 1973;kraška morfologija: Panoga geomorfologije, ki se ukvarja s površinskimi kraškimi oblikami. V širšem smislu veda o površinskih in podzemeljskih oblikah krasa.;
E0.0002;HR;morfologija krša;Roglić, 1973;morfologija krša - disciplina koja istražuje oblike i načine modeliranja krškog površja te razvoj podzemnih šupljina kao i njihove međusobne veze.;
E0.0003;HR;spiljski uzdužni profil;Roglić, 1973;spiljski uzdužni profil – obris spiljskih šupljina u određenom mjerilu i duž njihova pružanja.;
E1.0001;EN;fluorometer;Gillieson, 1996;"fluorometer - an instrument for measuring the fluorescence of water; used in water tracing and dye gauging.";
E1.0002;EN;tracer;Gillieson, 1996;tracer - a material introduced into surface or underground water where it disappears or into soil to determine drainage interconnections and travel time.;
E1.0003;EN;lycopodium spores;Monroe, 1970;lycopodium spores :  Spores of lycopodium claratum, which can be used in natural or dyed color as a label in studying ground-water movement in karst areas.;
E1.0004;SL;geomorfološka karta;Štembergar, 2016;Geomorfološka karta je karta, ki prikazuje kompleksno podobo reliefa nekega območja.;
E1.0005;SL;mikroerodimeter;Stepišnik, 2011;Mikroerodimeter je naprava, ki jo sestavljata podstavek in sonda.;
E1.0006;SL;piezometer;Stepišnik, 2011;Piezometri so vrtine, v katerih se meri višino podzemne vode v vodonosnikih.;
E1.0007;SL;jamski kataster;Gams et al., 1973;jamski kataster: Urejen seznam kraških jam, tudi urejena dokumentacija o raziskanih jamah. Kataster navadno vodijo jamarske ali jamoslovne organizacije.;
E1.0008;SL;jamski načrt;Gams et al., 1973;jamski načrt: Načrt ali profil jame, izdelan na osnovi meritev.;
E1.0009;HR;dužinski profil;Vrbanac, 2013;dužinski profil : Karta špilje koja pokazuje profil po duljini špilje ili jednog kanala ili dvorane.;
E1.0010;HR;profil;Vrbanac, 2013;profil : Karta špilje u vertikalnoj ravnini tako da prikazuje linije dna i stropa.;
E2.0001;EN;fission-track  method;ni v korpusu;Fission-track  method is a radiogenic method  of age estimation based on accumulation of damage trails left by nuclei that are expelled during fission decays of 238U.;
E2.0002;EN;inphase component;ni v korpusu;The inphase component  is defined as  the amplitude of the secondary field at the point where the primary field amplitude peaks.;
E2.0003;EN;step-wise calibration;Malagò et al., 2016;The step-wise calibration is a procedure that allowed calibrating the different components of the streamflow according to different hydrologic processes underpinning Pagliero et al.;
E2.0004;EN;EPIK system;Gunn, 2004 po Doerfliger et al., 1999;An important methodology is the EPIK system, developed in Switzerland and intended particularly for use in the karst of the Jura mountains.;
E2.0005;EN;morphometry;Gunn, 2004;Morphometry is the measurement and analysis of form (shape).;
E2.0006;EN;palynology;Gunn, 2004 po Traverse, 1988;Palynology, the study of microscopic organic matter known as palynomorphs (Traverse, 1988), offers enormous potential in karst research since it can provide important evidence about ancient environments.;
E2.0006;EN;palynology;Gunn, 2004;Palynology is an integral part of many archaeological investigations in caves, since it provides a picture of the flora close to the cave and thus enables environmental and climatic reconstruction.;
E2.0007;EN;speleotherapy;Gunn, 2004;Speleotherapy is a special type of medical treatment, involving subterranean environments and their specific microclimate.;
E2.0008;EN;vulcanospeleology;Gunn, 2004;Vulcanospeleology is the study of caves in volcanic rocks — primarily lava tube caves and open vertical volcanic conduits.;
E2.0009;EN;radiolocation;Gunn, 2004;Radiolocation is a technique to fix an underground point to the corresponding point on the surface, usually to find out where the extremities of a cave lie and reduce cumulative errors in the survey.;
E2.0010;EN;biospeleology;Gillieson, 1996;biospeleology - the scientific study of organisms living in caves.;
E2.0010;SL;biospeleologija;Gams et al., 1973;biospeleologija: Znanost o živih bitjih v jamah, v širšem smislu v podzemlju sploh. ;
E2.0010;HR;biospeleologija;Vrbanac, 2013;biospeleologija : Izučavanje biljaka, životinja i drugih organizama koje žive u špiljama.;
E2.0010;HR;biospeleologija;Roglić, 1973;biospeleologija – disciplina koja istražuje floru i faunu, te uvjete života u spiljskim šupljinama, a postoji tendencija da se proširi na rudarska okna, tunele i podzemne kanale.;
E2.0011;EN;cave ecology;Gillieson, 1996;cave ecology - the study of the interaction between cave organisms and their environment, e.g., energy input from surface, climatic influences.;
E2.0012;EN;hydrology;Gillieson, 1996;hydrology - the scientific study of the nature, distribution and behaviour of water.;
E2.0012;SL;kraška hidrologija;Gams et al., 1973;kraška hidrologija: Veda o kraškem vodovju. Praksa često ne loči med kraško hidrologijo in kraško hidrografijo. ;
E2.0012;HR;hidrologija krša;Roglić, 1973;hidrologija krša – disciplina koja izučava odnos padalina i količine protjecanja te raspored voda u podzemnim šupljinama, vrelima, ponorima i tekućicama krša, zatim fizičke, kemijske i biološke osobine voda u kršu. Ponekad se pogrešno upotrebljava u značenju hidrogeologije krša (v.).;
E2.0013;EN;speleology;Gillieson, 1996;speleology - the exploration, description and scientific study of caves and related phenomena.;
E2.0013;EN;speleology;Monroe, 1970;speleology :  The scientific study, exploration, and description of caves and related features.;
E2.0013;SL;speleologija;Gams et al., 1973;speleologija, jamoslovje: V ožjem smislu veda o kraških jamah. V širšem smislu veda o kraškem podzemlju ali krasu.;
E2.0013;SL;jamoslovje;Gams et al., 1973;speleologija, jamoslovje: V ožjem smislu veda o kraških jamah. V širšem smislu veda o kraškem podzemlju ali krasu.;
E2.0013;HR;speleologija;Vrbanac, 2013;"speleologija : Istraživanje i znanstveno izučavanje špilja. Fizičko i biološko, uključujući
geološko, izučavanje njihove geneze, morfologije i mineralogije. Nauka koja izučava nastanak i razvoj jama
i pećina i s njima povezanim oblicima. Izraz je prvi objavio Martel (1896).";
E2.0013;HR;speleologija;Roglić, 1973;"speleologija– znanstvena disciplina koja istražuje postanak i razvoj spilja, snima dimenzije; proučava aerološke osobine, kretanje voda, fizičke i kemijske procese i organski svijet, te utvrđuje tehniku istraživanja. Izdvajaju se grane: fizička speleologija istražuje geološke, mineraloške, hidrološke, klimatske osobine te fizičke i kemijske pojave; biospeleologija istražuje organski život u spiljama; tehnička speleologija pronalazi sredstva što uspješnijeg rada u spiljama; primijenjena speleologija utvrđuje na čine najracionalnijeg valoriziranja spilja, vodeći računa o rezultatima istraživanja drugih speleoloških specijalnosti. Speleologija je bitan dio karstologije (v.).";
